filename,width,height,class,xmin,ymin,xmax,ymax
01faf534bdcb0cac.jpg,1024,768,Cabbage,104,151,861,679
020c157fd16d1a94.jpg,1024,1024,Cabbage,175,498,895,960
020fa3298b6095ec.jpg,768,1024,Carrot,583,785,637,990
020fa3298b6095ec.jpg,768,1024,Carrot,635,700,767,1023
02195c0230ff7cb8.jpg,1024,768,Carrot,501,89,612,156
021ca5f715c758f0.jpg,979,1024,Cabbage,531,315,978,1023
0221d3096f58c323.jpg,1024,768,Tomato,179,268,732,447
0221d3096f58c323.jpg,1024,768,Tomato,745,168,972,277
02231dba7f5b2866.jpg,1024,768,Cabbage,237,251,655,620
022a6a164c2c2b19.jpg,1024,768,Tomato,401,489,502,604
022a6a164c2c2b19.jpg,1024,768,Tomato,462,592,544,700
022a6a164c2c2b19.jpg,1024,768,Tomato,499,461,589,555
022a6a164c2c2b19.jpg,1024,768,Tomato,593,588,708,698
023311ae11d5e3be.jpg,1024,1024,Carrot,492,721,681,801
023311ae11d5e3be.jpg,1024,1024,Carrot,539,692,720,743
023311ae11d5e3be.jpg,1024,1024,Carrot,600,630,775,707
023311ae11d5e3be.jpg,1024,1024,Carrot,606,553,775,692
023311ae11d5e3be.jpg,1024,1024,Carrot,803,289,902,364
023808332645895d.jpg,1024,681,Tomato,785,545,870,621
023859c2db9e04be.jpg,1024,768,Tomato,74,8,334,190
023859c2db9e04be.jpg,1024,768,Tomato,0,151,312,473
023859c2db9e04be.jpg,1024,768,Tomato,0,0,1023,767
024c6beaf7a12a04.jpg,681,1024,Cabbage,156,490,449,776
025500582ffeee61.jpg,1024,768,Tomato,508,182,770,495
0259e66c968331c1.jpg,768,1024,Cabbage,0,611,144,949
0259e66c968331c1.jpg,768,1024,Cabbage,106,645,461,984
0259e66c968331c1.jpg,768,1024,Cabbage,312,533,588,732
0259e66c968331c1.jpg,768,1024,Cabbage,453,641,677,942
0259e66c968331c1.jpg,768,1024,Cabbage,580,561,767,778
0259e66c968331c1.jpg,768,1024,Cabbage,714,648,767,899
0269c9ce1f344ea6.jpg,768,1024,Tomato,467,664,666,855
0269c9ce1f344ea6.jpg,768,1024,Tomato,521,609,689,787
027ec7df13f98138.jpg,1024,1024,Tomato,647,146,1023,423
027ec7df13f98138.jpg,1024,1024,Tomato,711,329,986,561
028711cdda533c78.jpg,1024,1024,Carrot,593,125,834,314
02924ae5412e1165.jpg,1024,683,Carrot,331,354,831,682
02a46a5271b03a39.jpg,1024,765,Tomato,486,116,982,496
02ae448234929911.jpg,1024,680,Tomato,211,490,910,656
02ae448234929911.jpg,1024,680,Tomato,627,466,700,532
02ba7fc900dfd57e.jpg,1024,768,Tomato,545,75,781,284
02ba7fc900dfd57e.jpg,1024,768,Tomato,691,158,945,427
02be32d8088fd7b2.jpg,1024,680,Cabbage,190,71,434,157
02be32d8088fd7b2.jpg,1024,680,Cabbage,307,141,808,334
02be50e8462ac75a.jpg,1024,640,Tomato,67,292,400,606
02be50e8462ac75a.jpg,1024,640,Tomato,654,299,956,603
02c9c1701f9a0dae.jpg,1024,589,Cabbage,45,131,162,184
02c9c1701f9a0dae.jpg,1024,589,Cabbage,527,241,679,314
02c9c1701f9a0dae.jpg,1024,589,Cabbage,773,207,891,270
02dfd974c5884673.jpg,1024,682,Tomato,20,45,1023,681
02dfd974c5884673.jpg,1024,682,Tomato,890,499,1006,634
02e595c3383a9c53.jpg,1024,768,Carrot,0,136,243,474
02e595c3383a9c53.jpg,1024,768,Carrot,17,158,474,258
02e595c3383a9c53.jpg,1024,768,Carrot,103,0,368,207
02e595c3383a9c53.jpg,1024,768,Carrot,291,242,613,454
02e5a63815b6e479.jpg,1024,906,Carrot,368,238,1022,576
02e5a63815b6e479.jpg,1024,906,Carrot,538,234,701,451
02ee56c6d4e7b4bc.jpg,1024,683,Tomato,0,25,92,79
02ee56c6d4e7b4bc.jpg,1024,683,Tomato,0,71,144,289
02ee56c6d4e7b4bc.jpg,1024,683,Tomato,0,491,152,667
02ee56c6d4e7b4bc.jpg,1024,683,Tomato,86,262,211,395
02ee56c6d4e7b4bc.jpg,1024,683,Tomato,267,0,423,153
02ee56c6d4e7b4bc.jpg,1024,683,Tomato,553,0,993,283
02ee56c6d4e7b4bc.jpg,1024,683,Tomato,715,356,1022,619
02f14b5cd870da2b.jpg,1024,768,Tomato,185,414,363,582
02f14b5cd870da2b.jpg,1024,768,Tomato,215,345,344,426
02f14b5cd870da2b.jpg,1024,768,Tomato,298,563,435,702
02f14b5cd870da2b.jpg,1024,768,Tomato,307,257,377,325
02f14b5cd870da2b.jpg,1024,768,Tomato,451,520,524,591
02f466ad17475e52.jpg,1024,995,Tomato,205,276,487,517
02f466ad17475e52.jpg,1024,995,Tomato,111,78,994,942
02f466ad17475e52.jpg,1024,995,Tomato,115,683,371,949
02f466ad17475e52.jpg,1024,995,Tomato,151,481,416,707
02f466ad17475e52.jpg,1024,995,Tomato,322,661,554,856
02f466ad17475e52.jpg,1024,995,Tomato,382,81,665,380
02f466ad17475e52.jpg,1024,995,Tomato,411,346,670,643
02f466ad17475e52.jpg,1024,995,Tomato,550,500,823,839
02f466ad17475e52.jpg,1024,995,Tomato,629,208,857,526
02f466ad17475e52.jpg,1024,995,Tomato,761,486,925,676
02fb2138351e2f10.jpg,1024,684,Carrot,51,479,101,566
02fd0a317d4d5b89.jpg,1024,768,Cabbage,329,0,1022,412
030c8ab76561d5b0.jpg,1024,634,Carrot,288,388,369,459
030d1a633265cee2.jpg,1023,1024,Carrot,140,156,528,487
030d9e68b188784a.jpg,768,1024,Cabbage,359,602,664,879
030d9e68b188784a.jpg,768,1024,Cabbage,0,0,766,1022
0313d19eb780e21f.jpg,1024,349,Carrot,417,145,529,247
0313d19eb780e21f.jpg,1024,349,Carrot,427,94,677,325
031e9b7db99c7b5e.jpg,768,1024,Cabbage,86,85,765,1023
033767b0c6d95482.jpg,1024,1024,Tomato,73,425,603,843
0344b6018c98dea3.jpg,1024,1024,Tomato,502,762,623,875
0344b6018c98dea3.jpg,1024,1024,Tomato,549,633,682,759
0344b6018c98dea3.jpg,1024,1024,Tomato,615,434,719,508
0344b6018c98dea3.jpg,1024,1024,Tomato,649,130,748,204
0344b6018c98dea3.jpg,1024,1024,Tomato,746,888,844,1011
0344b6018c98dea3.jpg,1024,1024,Tomato,782,176,869,253
0344b6018c98dea3.jpg,1024,1024,Tomato,798,428,890,521
0344b6018c98dea3.jpg,1024,1024,Tomato,805,264,913,363
0344b6018c98dea3.jpg,1024,1024,Tomato,839,586,960,726
0344b6018c98dea3.jpg,1024,1024,Tomato,842,893,927,997
0344b6018c98dea3.jpg,1024,1024,Tomato,927,244,1022,345
0344b6018c98dea3.jpg,1024,1024,Tomato,929,466,1022,573
0353b5f2eb7bd145.jpg,1024,768,Tomato,74,293,225,469
0353b5f2eb7bd145.jpg,1024,768,Tomato,131,442,327,639
0353b5f2eb7bd145.jpg,1024,768,Tomato,209,269,408,464
0359c8bb55733b2d.jpg,1024,768,Carrot,360,607,494,728
0359c8bb55733b2d.jpg,1024,768,Carrot,746,418,893,582
0359c8bb55733b2d.jpg,1024,768,Carrot,776,536,939,693
0379123ff9d31dc5.jpg,1024,683,Tomato,39,380,138,465
038ac177215be388.jpg,1024,683,Carrot,559,305,860,593
038b7057fbe34124.jpg,1024,685,Carrot,673,359,1006,605
038b7057fbe34124.jpg,1024,685,Carrot,736,449,751,551
0390ca72b0563e4b.jpg,1024,768,Tomato,532,243,768,481
0390ca72b0563e4b.jpg,1024,768,Tomato,743,216,963,460
039596d810180818.jpg,1024,1024,Cabbage,76,337,625,1023
03964d6b1a341877.jpg,1024,768,Tomato,73,110,231,269
03964d6b1a341877.jpg,1024,768,Tomato,203,168,367,311
03964d6b1a341877.jpg,1024,768,Tomato,211,40,356,182
03964d6b1a341877.jpg,1024,768,Tomato,300,107,472,259
039dab1e970085b8.jpg,682,1024,Carrot,0,189,678,1022
039dab1e970085b8.jpg,682,1024,Carrot,289,538,460,1023
03a14d484c69fb74.jpg,1024,768,Carrot,199,94,1023,722
03a14d484c69fb74.jpg,1024,768,Carrot,663,467,735,732
03c1f1b92406f3b8.jpg,1024,768,Carrot,307,240,544,441
03cd03199110ceae.jpg,1024,679,Tomato,356,193,535,384
03cd03199110ceae.jpg,1024,679,Tomato,397,343,524,437
03cd03199110ceae.jpg,1024,679,Tomato,439,73,517,190
03cd03199110ceae.jpg,1024,679,Tomato,446,119,682,292
03cd03199110ceae.jpg,1024,679,Tomato,462,620,603,678
03cd03199110ceae.jpg,1024,679,Tomato,497,286,582,396
03cd03199110ceae.jpg,1024,679,Tomato,535,406,658,630
03cd03199110ceae.jpg,1024,679,Tomato,558,221,748,358
03cd03199110ceae.jpg,1024,679,Tomato,603,579,830,676
03cd03199110ceae.jpg,1024,679,Tomato,647,417,805,592
03cd03199110ceae.jpg,1024,679,Tomato,650,87,763,249
03cd03199110ceae.jpg,1024,679,Tomato,657,310,760,461
03cd03199110ceae.jpg,1024,679,Tomato,718,12,867,144
03cd03199110ceae.jpg,1024,679,Tomato,722,128,907,278
03cd03199110ceae.jpg,1024,679,Tomato,744,366,902,554
03d1ed042e643e9e.jpg,1024,683,Tomato,401,0,1023,669
03d1ed042e643e9e.jpg,1024,683,Tomato,782,483,940,629
03e0f372ab3f1924.jpg,1024,767,Tomato,171,303,216,356
03e0f372ab3f1924.jpg,1024,767,Tomato,195,341,237,397
03e0f372ab3f1924.jpg,1024,767,Tomato,216,299,274,356
03e0f372ab3f1924.jpg,1024,767,Tomato,244,427,300,489
03e0f372ab3f1924.jpg,1024,767,Tomato,258,335,307,373
03e0f372ab3f1924.jpg,1024,767,Tomato,734,403,913,635
03e0f372ab3f1924.jpg,1024,767,Tomato,792,405,831,441
03f1ab8bab375277.jpg,1024,683,Tomato,115,0,535,362
03f1ab8bab375277.jpg,1024,683,Tomato,124,213,545,682
04079c47e0626d45.jpg,1024,768,Tomato,289,617,502,767
04079c47e0626d45.jpg,1024,768,Tomato,400,199,644,476
040d4530d9b8993c.jpg,1024,768,Carrot,270,392,400,489
041456ccf90039e1.jpg,1024,768,Tomato,266,347,407,489
041456ccf90039e1.jpg,1024,768,Tomato,295,198,425,303
041456ccf90039e1.jpg,1024,768,Tomato,437,146,513,336
041456ccf90039e1.jpg,1024,768,Tomato,531,184,646,295
041456ccf90039e1.jpg,1024,768,Tomato,565,316,695,487
0429706a3ea85e52.jpg,1024,685,Carrot,104,291,366,395
0429706a3ea85e52.jpg,1024,685,Carrot,145,419,311,516
0429706a3ea85e52.jpg,1024,685,Carrot,591,294,678,498
0448fcbca1e8299f.jpg,1024,683,Tomato,404,442,621,582
0448fcbca1e8299f.jpg,1024,683,Tomato,175,232,885,580
0448fcbca1e8299f.jpg,1024,683,Tomato,750,353,964,512
044a587701ee4c67.jpg,1024,768,Cabbage,284,132,785,484
045d4acf89570f46.jpg,1024,768,Tomato,177,0,934,713
046cdafc1478122e.jpg,1024,723,Tomato,0,202,137,360
046cdafc1478122e.jpg,1024,723,Tomato,46,56,157,177
046cdafc1478122e.jpg,1024,723,Tomato,160,577,393,722
046cdafc1478122e.jpg,1024,723,Tomato,201,443,453,675
046cdafc1478122e.jpg,1024,723,Tomato,262,259,451,463
046cdafc1478122e.jpg,1024,723,Tomato,381,0,498,108
046cdafc1478122e.jpg,1024,723,Tomato,485,193,702,359
046cdafc1478122e.jpg,1024,723,Tomato,508,0,643,90
046cdafc1478122e.jpg,1024,723,Tomato,634,475,876,722
046cdafc1478122e.jpg,1024,723,Tomato,919,122,1023,282
0473392e679eb5a8.jpg,768,1024,Carrot,204,253,532,376
0473392e679eb5a8.jpg,768,1024,Carrot,549,418,623,475
047fb25445092986.jpg,1024,1024,Carrot,65,331,302,979
047fb25445092986.jpg,1024,1024,Carrot,288,32,1022,577
047fb25445092986.jpg,1024,1024,Carrot,568,513,590,571
04957b97d746fc3e.jpg,1024,768,Tomato,221,213,802,633
049c838f72ad61a3.jpg,1024,1024,Carrot,313,572,728,1008
049ece0ea7cb733f.jpg,861,768,Carrot,114,0,783,729
04b280369dbca3f8.jpg,1024,683,Cabbage,4,42,1023,682
04ccc68d1f07de2f.jpg,1024,702,Cabbage,53,37,883,622
04ce897404fbf294.jpg,1024,1024,Cabbage,3,202,1017,1008
04cf15edbcdf24d6.jpg,1024,768,Carrot,253,406,368,528
04cf15edbcdf24d6.jpg,1024,768,Carrot,348,36,961,469
04f0105da4fd0198.jpg,1024,685,Tomato,848,496,964,606
04f0105da4fd0198.jpg,1024,685,Tomato,0,253,1023,684
04f0105da4fd0198.jpg,1024,685,Tomato,744,447,846,549
04f722c8ac1b44db.jpg,1024,768,Tomato,385,577,626,682
04f9d6b9d703feaf.jpg,1024,1024,Carrot,0,326,66,369
04f9d6b9d703feaf.jpg,1024,1024,Carrot,0,271,97,334
04f9d6b9d703feaf.jpg,1024,1024,Carrot,0,319,150,398
04f9d6b9d703feaf.jpg,1024,1024,Carrot,10,346,189,445
04f9d6b9d703feaf.jpg,1024,1024,Carrot,110,240,259,379
04fd9782b5cdd5b0.jpg,1024,765,Tomato,0,175,405,596
04fd9782b5cdd5b0.jpg,1024,765,Tomato,357,0,699,323
04fd9782b5cdd5b0.jpg,1024,765,Tomato,384,275,856,764
04fd9782b5cdd5b0.jpg,1024,765,Tomato,658,92,1023,480
0520cabbd7f79367.jpg,1024,768,Carrot,320,275,501,521
0520cabbd7f79367.jpg,1024,768,Carrot,402,177,707,479
0520cabbd7f79367.jpg,1024,768,Carrot,547,143,683,366
0521e28adc905638.jpg,1024,608,Carrot,459,188,696,526
0529000f329b67c0.jpg,1024,730,Tomato,15,103,386,354
0529000f329b67c0.jpg,1024,730,Tomato,237,68,644,487
0529000f329b67c0.jpg,1024,730,Tomato,462,190,967,669
0529000f329b67c0.jpg,1024,730,Tomato,633,0,1022,312
05372dac87bc95ec.jpg,1024,768,Cabbage,0,0,1023,767
05379d3dc01a28f6.jpg,1024,1024,Carrot,0,0,1022,1022
05379d3dc01a28f6.jpg,1024,1024,Carrot,89,464,281,672
0538848325c4b80c.jpg,1024,577,Carrot,0,0,940,576
0538848325c4b80c.jpg,1024,577,Carrot,587,122,677,285
0542db470098bb2e.jpg,1024,768,Cabbage,26,352,256,567
0542db470098bb2e.jpg,1024,768,Cabbage,337,57,610,260
0543e853b727c866.jpg,1024,683,Carrot,19,183,690,510
055893d275a21d6e.jpg,1024,686,Tomato,435,244,674,529
0578e7c5e32cbdc3.jpg,1024,683,Cabbage,0,283,955,682
057a1dde14ccfd16.jpg,1024,768,Cabbage,3,30,1023,767
057d2471d6724d66.jpg,1024,768,Tomato,106,149,673,654
0580437897ce8328.jpg,1024,681,Carrot,0,0,1022,618
058f1602638415f5.jpg,1024,768,Carrot,225,430,312,522
058f1602638415f5.jpg,1024,768,Carrot,131,98,725,622
058f1602638415f5.jpg,1024,768,Carrot,237,199,390,327
05915ebe952bace4.jpg,1024,685,Tomato,579,241,680,360
05915ebe952bace4.jpg,1024,685,Tomato,593,126,714,231
05915ebe952bace4.jpg,1024,685,Tomato,654,305,780,406
05915ebe952bace4.jpg,1024,685,Tomato,661,205,744,321
0597354acf2798b8.jpg,1024,768,Cabbage,14,0,1023,754
0597aca392fb28e6.jpg,1024,768,Tomato,24,147,129,227
0597aca392fb28e6.jpg,1024,768,Tomato,90,42,217,159
0597aca392fb28e6.jpg,1024,768,Tomato,134,300,355,500
0597aca392fb28e6.jpg,1024,768,Tomato,183,29,339,179
0597aca392fb28e6.jpg,1024,768,Tomato,279,451,485,660
0597aca392fb28e6.jpg,1024,768,Tomato,328,293,476,439
0597aca392fb28e6.jpg,1024,768,Tomato,570,551,776,764
0597aca392fb28e6.jpg,1024,768,Tomato,589,359,782,543
05dc4d41038f8d4d.jpg,1024,768,Cabbage,0,345,1022,766
05e7a9b07b0f519f.jpg,1024,768,Carrot,0,113,1023,702
05effd76038e98b8.jpg,1024,768,Tomato,90,241,270,426
05effd76038e98b8.jpg,1024,768,Tomato,130,376,420,620
05effd76038e98b8.jpg,1024,768,Tomato,174,97,384,314
05effd76038e98b8.jpg,1024,768,Tomato,372,24,576,256
05effd76038e98b8.jpg,1024,768,Tomato,455,433,749,700
05effd76038e98b8.jpg,1024,768,Tomato,573,55,757,252
05effd76038e98b8.jpg,1024,768,Tomato,702,161,895,348
05f0f28eb250e967.jpg,1024,768,Cabbage,0,0,1023,767
05f4bdc962a68b0f.jpg,1024,896,Carrot,94,480,334,682
05f4bdc962a68b0f.jpg,1024,896,Carrot,106,37,958,762
05f4bdc962a68b0f.jpg,1024,896,Carrot,336,581,542,771
0606d2ac1baaf49e.jpg,768,1024,Carrot,52,619,76,715
0606d2ac1baaf49e.jpg,768,1024,Carrot,69,517,225,776
0606d2ac1baaf49e.jpg,768,1024,Carrot,496,407,706,736
061cfe17fe67262c.jpg,1024,768,Cabbage,142,159,858,743
062828b0b1e6c962.jpg,1024,768,Tomato,57,197,187,306
062828b0b1e6c962.jpg,1024,768,Tomato,207,357,344,432
062828b0b1e6c962.jpg,1024,768,Tomato,380,440,440,621
062828b0b1e6c962.jpg,1024,768,Tomato,406,519,563,722
062828b0b1e6c962.jpg,1024,768,Tomato,483,0,570,85
062828b0b1e6c962.jpg,1024,768,Tomato,543,436,688,568
062828b0b1e6c962.jpg,1024,768,Tomato,675,317,812,439
062828b0b1e6c962.jpg,1024,768,Tomato,679,231,798,303
062828b0b1e6c962.jpg,1024,768,Tomato,771,215,928,325
066c6ee7a8120370.jpg,1024,683,Carrot,400,265,625,570
066c6ee7a8120370.jpg,1024,683,Carrot,597,195,789,388
066c6ee7a8120370.jpg,1024,683,Carrot,753,118,928,272
067301f0c63aff0c.jpg,1024,769,Cabbage,354,3,499,129
067301f0c63aff0c.jpg,1024,769,Cabbage,258,515,510,760
067301f0c63aff0c.jpg,1024,769,Cabbage,260,0,510,253
067301f0c63aff0c.jpg,1024,769,Cabbage,515,0,766,250
067301f0c63aff0c.jpg,1024,769,Cabbage,541,515,764,763
067301f0c63aff0c.jpg,1024,769,Cabbage,769,261,1021,509
067a35a74c89b091.jpg,1024,768,Tomato,341,218,410,316
067a35a74c89b091.jpg,1024,768,Tomato,366,515,454,618
067a35a74c89b091.jpg,1024,768,Tomato,408,225,502,320
067a35a74c89b091.jpg,1024,768,Tomato,471,599,577,698
067a35a74c89b091.jpg,1024,768,Tomato,556,261,663,379
067a35a74c89b091.jpg,1024,768,Tomato,640,260,749,358
067a35a74c89b091.jpg,1024,768,Tomato,680,447,804,561
067a35a74c89b091.jpg,1024,768,Tomato,682,168,792,293
067a35a74c89b091.jpg,1024,768,Tomato,699,286,831,367
067b478e452c2caf.jpg,768,1024,Tomato,0,337,17,376
067b478e452c2caf.jpg,768,1024,Tomato,0,231,19,278
067b478e452c2caf.jpg,768,1024,Tomato,0,177,30,217
067b478e452c2caf.jpg,768,1024,Tomato,10,322,42,360
067b478e452c2caf.jpg,768,1024,Tomato,24,308,59,337
067b478e452c2caf.jpg,768,1024,Tomato,28,238,61,257
067b478e452c2caf.jpg,768,1024,Tomato,37,166,63,203
067b478e452c2caf.jpg,768,1024,Tomato,51,203,99,225
067b478e452c2caf.jpg,768,1024,Tomato,66,173,92,199
067b478e452c2caf.jpg,768,1024,Tomato,75,231,108,263
067b478e452c2caf.jpg,768,1024,Tomato,108,213,142,252
067b478e452c2caf.jpg,768,1024,Tomato,131,140,176,191
067b478e452c2caf.jpg,768,1024,Tomato,145,110,185,154
067b478e452c2caf.jpg,768,1024,Tomato,178,56,297,199
067b478e452c2caf.jpg,768,1024,Tomato,211,301,254,360
067b478e452c2caf.jpg,768,1024,Tomato,216,357,261,404
067b478e452c2caf.jpg,768,1024,Tomato,247,378,285,422
067b478e452c2caf.jpg,768,1024,Tomato,259,322,304,378
067b478e452c2caf.jpg,768,1024,Tomato,328,336,374,373
067b478e452c2caf.jpg,768,1024,Tomato,328,285,376,341
067b478e452c2caf.jpg,768,1024,Tomato,351,248,395,301
067b478e452c2caf.jpg,768,1024,Tomato,379,315,425,369
067b478e452c2caf.jpg,768,1024,Tomato,390,273,432,318
